Order ID,Region,Category,Date,Revenue,Cost,Discount,Units Sold,Profit
ORD-001556,East,Furniture,2024-07-24,674.63,468.32,0.09,4,206.31
ORD-001557,East,Clothing,2024-07-06,155.19,99.95,0.26,2,55.24
ORD-001558,East,Clothing,2024-07-02,300.96,178.92,0.26,5,122.04
ORD-001559,East,Furniture,2024-07-01,333.94,237.8,0.24,2,96.14
ORD-001560,East,Electronics,2024-07-02,1084.34,619.1,0.19,5,465.24
ORD-001561,East,Electronics,2024-07-19,233.7,165.56,0.33,1,68.14
ORD-001562,East,Electronics,2024-07-01,575.74,384.49,0.02,3,191.25
ORD-001563,East,Furniture,2024-07-09,829.46,607.2,0.23,4,222.26
ORD-001564,East,Furniture,2024-07-26,403.84,257.43,0.13,3,146.41
ORD-001565,East,Clothing,2024-07-17,156.56,103.48,0.11,3,53.08
ORD-001566,East,Furniture,2024-07-18,859.73,623.01,0.33,4,236.72
ORD-001567,East,Electronics,2024-07-18,503.35,320.58,0.13,2,182.77
ORD-001568,East,Groceries,2024-07-04,37.38,30.1,0.32,1,7.28
ORD-001569,East,Groceries,2024-07-25,167.4,136.49,0.15,4,30.91
ORD-001570,East,Clothing,2024-07-12,214.08,129.63,0.3,4,84.45
ORD-001571,East,Electronics,2024-07-06,417.55,233.3,0.24,2,184.25
ORD-001572,East,Electronics,2024-07-16,172.1,100.58,0.22,1,71.52
ORD-001573,East,Electronics,2024-07-07,237.06,140.17,0.22,1,96.89
ORD-001574,East,Electronics,2024-07-11,1028.91,656.05,0.21,4,372.86
ORD-001575,East,Electronics,2024-07-27,850.61,512.48,0.32,4,338.13
ORD-001576,East,Clothing,2024-07-18,243.87,129.37,0.29,4,114.5
ORD-001577,East,Clothing,2024-07-11,119.45,64.17,0.33,2,55.28
ORD-001578,East,Electronics,2024-07-08,509.93,340.67,0.06,2,169.26
ORD-001579,East,Clothing,2024-07-15,210.1,112.33,0.01,4,97.77
ORD-001580,East,Clothing,2024-07-05,123.92,64.94,0.27,2,58.98
ORD-001581,East,Groceries,2024-07-24,226.52,183.61,0.16,5,42.91
ORD-001582,East,Furniture,2024-07-26,170.43,132.49,0.27,1,37.94
ORD-001583,East,Electronics,2024-07-27,952.85,630.07,0.3,5,322.78
ORD-001584,East,Furniture,2024-07-27,1070.09,812.06,0.02,5,258.03
ORD-001585,East,Electronics,2024-07-04,372.99,221.56,0.33,2,151.43
ORD-001586,East,Furniture,2024-07-26,182.49,112.49,0.27,1,70.0
ORD-001587,East,Clothing,2024-07-16,196.12,126.26,0.21,3,69.86
ORD-001588,East,Groceries,2024-07-21,111.05,79.18,0.0,3,31.87
ORD-001589,East,Electronics,2024-07-22,798.5,486.53,0.22,3,311.97
ORD-001590,East,Electronics,2024-07-08,757.87,471.43,0.09,3,286.44
ORD-001591,East,Furniture,2024-07-11,769.36,596.68,0.21,4,172.68
ORD-001592,East,Furniture,2024-07-11,744.07,495.76,0.0,4,248.31
ORD-001593,East,Groceries,2024-07-13,127.9,84.8,0.29,4,43.1
ORD-001594,East,Electronics,2024-07-12,183.82,115.61,0.33,1,68.21
ORD-001595,East,Electronics,2024-07-21,718.25,461.97,0.24,4,256.28
ORD-001596,East,Furniture,2024-07-22,350.03,256.05,0.33,2,93.98
ORD-001597,East,Furniture,2024-07-17,172.38,126.29,0.31,1,46.09
ORD-001598,East,Clothing,2024-07-07,66.63,42.08,0.33,1,24.55
ORD-001599,East,Electronics,2024-07-04,205.63,118.75,0.34,1,86.88
ORD-001600,East,Furniture,2024-07-15,163.27,112.39,0.34,1,50.88
ORD-001601,East,Furniture,2024-07-01,864.17,672.62,0.35,4,191.55
ORD-001602,East,Electronics,2024-07-18,745.45,482.68,0.04,4,262.77
ORD-001603,East,Clothing,2024-07-27,279.25,164.5,0.04,5,114.75
ORD-001604,East,Electronics,2024-07-02,857.51,610.11,0.02,4,247.4
ORD-001605,East,Groceries,2024-07-03,98.63,71.94,0.33,3,26.69
ORD-001606,East,Electronics,2024-07-06,768.55,515.3,0.24,4,253.25
ORD-001607,East,Electronics,2024-07-08,718.34,467.73,0.21,4,250.61
ORD-001608,East,Electronics,2024-07-08,943.82,633.12,0.04,4,310.7
ORD-001609,East,Groceries,2024-07-17,57.25,41.19,0.25,2,16.06
ORD-001610,East,Furniture,2024-07-17,711.86,459.3,0.33,5,252.56
ORD-001611,East,Furniture,2024-07-12,494.79,354.02,0.15,3,140.77
ORD-001612,West,Groceries,2024-07-23,38.38,26.66,0.15,1,11.72
ORD-001613,West,Furniture,2024-07-02,176.94,118.02,0.1,1,58.92
ORD-001614,West,Electronics,2024-07-08,512.91,334.29,0.2,2,178.62
ORD-001615,West,Electronics,2024-07-06,1049.07,600.46,0.18,5,448.61
ORD-001616,West,Furniture,2024-07-17,703.09,504.86,0.34,4,198.23
ORD-001617,West,Groceries,2024-07-07,166.15,117.98,0.14,4,48.17
ORD-001618,West,Furniture,2024-07-07,217.9,147.48,0.24,1,70.42
ORD-001619,West,Clothing,2024-07-28,217.55,125.95,0.34,3,91.6
ORD-001620,West,Clothing,2024-07-17,127.25,67.82,0.31,2,59.43
ORD-001621,West,Clothing,2024-07-17,125.27,72.51,0.09,2,52.76
ORD-001622,West,Clothing,2024-07-15,287.05,166.45,0.33,5,120.6
ORD-001623,West,Furniture,2024-07-12,607.97,454.93,0.23,4,153.04
ORD-001624,West,Groceries,2024-07-04,36.84,29.87,0.18,1,6.97
ORD-001625,West,Clothing,2024-07-06,277.7,153.12,0.01,4,124.58
ORD-001626,West,Groceries,2024-07-08,159.1,111.7,0.13,5,47.4
ORD-001627,West,Furniture,2024-07-10,732.93,568.28,0.15,4,164.65
ORD-001628,West,Groceries,2024-07-19,160.7,110.99,0.02,4,49.71
ORD-001629,West,Groceries,2024-07-17,38.28,30.4,0.11,1,7.88
ORD-001630,West,Clothing,2024-07-10,133.93,75.12,0.05,2,58.81
ORD-001631,West,Clothing,2024-07-05,64.03,39.51,0.08,1,24.52
ORD-001632,West,Electronics,2024-07-26,745.35,519.16,0.04,4,226.19
ORD-001633,West,Groceries,2024-07-15,76.65,54.81,0.02,2,21.84
ORD-001634,West,Groceries,2024-07-28,31.13,25.46,0.06,1,5.67
ORD-001635,West,Electronics,2024-07-03,903.01,511.2,0.14,4,391.81
ORD-001636,West,Electronics,2024-07-21,1280.09,850.76,0.07,5,429.33
ORD-001637,West,Clothing,2024-07-07,245.64,148.43,0.13,4,97.21
ORD-001638,West,Electronics,2024-07-24,815.57,539.27,0.34,4,276.3
ORD-001639,West,Groceries,2024-07-06,212.83,151.3,0.17,5,61.53
ORD-001640,West,Electronics,2024-07-28,396.45,237.62,0.13,2,158.83
ORD-001641,West,Furniture,2024-07-21,824.23,549.47,0.17,5,274.76
ORD-001642,West,Furniture,2024-07-12,535.76,337.51,0.06,3,198.25
ORD-001643,West,Furniture,2024-07-26,416.51,272.59,0.26,2,143.92
ORD-001644,West,Groceries,2024-07-13,35.42,27.34,0.15,1,8.08
ORD-001645,West,Clothing,2024-07-08,59.88,34.25,0.25,1,25.63
ORD-001646,West,Furniture,2024-07-07,1056.67,781.83,0.04,5,274.84
ORD-001647,West,Clothing,2024-07-19,134.54,89.16,0.31,3,45.38
ORD-001648,West,Electronics,2024-07-01,398.19,234.83,0.19,2,163.36
ORD-001649,West,Groceries,2024-07-25,29.76,21.58,0.01,1,8.18
ORD-001650,West,Furniture,2024-07-02,818.1,621.25,0.07,5,196.85
ORD-001651,West,Clothing,2024-07-16,66.52,39.31,0.07,1,27.21
ORD-001652,West,Clothing,2024-07-03,267.3,147.77,0.24,5,119.53
ORD-001653,West,Groceries,2024-07-04,73.92,57.66,0.06,2,16.26
ORD-001654,West,Furniture,2024-07-19,404.92,305.08,0.18,2,99.84
ORD-001655,West,Clothing,2024-07-04,253.13,134.0,0.32,4,119.13
ORD-001656,West,Groceries,2024-07-23,159.7,118.59,0.28,4,41.11
ORD-001657,West,Clothing,2024-07-04,301.28,164.77,0.32,5,136.51
ORD-001658,West,Furniture,2024-07-11,587.77,457.78,0.04,3,129.99
ORD-001659,West,Clothing,2024-07-10,152.86,89.14,0.19,3,63.72
ORD-001660,West,Electronics,2024-07-12,1086.59,703.4,0.25,5,383.19
ORD-001661,West,Groceries,2024-07-12,102.57,75.64,0.2,3,26.93
ORD-001662,West,Electronics,2024-07-09,1174.44,725.58,0.34,5,448.86
ORD-001663,West,Furniture,2024-07-13,584.56,424.24,0.15,3,160.32
ORD-001664,West,Furniture,2024-07-20,168.33,118.47,0.19,1,49.86
ORD-001665,West,Clothing,2024-07-28,265.02,157.7,0.06,5,107.32
ORD-001666,West,Furniture,2024-07-24,489.43,368.2,0.07,3,121.23
ORD-001667,West,Clothing,2024-07-25,268.76,167.02,0.18,5,101.74
ORD-001668,West,Clothing,2024-07-09,212.73,136.58,0.33,4,76.15
ORD-001669,West,Groceries,2024-07-10,38.7,27.03,0.29,1,11.67
ORD-001670,West,Clothing,2024-07-28,297.02,178.8,0.28,4,118.22
ORD-001671,West,Electronics,2024-07-27,608.82,340.47,0.01,3,268.35
ORD-001672,West,Groceries,2024-07-19,105.99,83.64,0.15,3,22.35
ORD-001673,West,Clothing,2024-07-27,189.1,119.66,0.11,3,69.44
ORD-001674,West,Electronics,2024-07-12,787.48,442.11,0.15,3,345.37
ORD-001675,West,Clothing,2024-07-04,107.16,70.57,0.03,2,36.59
ORD-001676,West,Electronics,2024-07-28,431.28,245.93,0.33,2,185.35
ORD-001677,West,Groceries,2024-07-19,112.48,91.5,0.23,3,20.98
ORD-001678,West,Clothing,2024-07-24,123.69,73.6,0.14,2,50.09
ORD-001679,West,Furniture,2024-07-15,845.33,581.74,0.28,4,263.59
ORD-001680,West,Furniture,2024-07-01,760.81,495.59,0.28,4,265.22
ORD-001681,West,Furniture,2024-07-08,159.78,98.31,0.06,1,61.47
ORD-001682,West,Groceries,2024-07-16,136.44,109.0,0.33,4,27.44
ORD-001683,West,Electronics,2024-07-23,389.95,230.11,0.33,2,159.84
ORD-001684,West,Furniture,2024-07-25,217.21,152.38,0.06,1,64.83
ORD-001685,West,Groceries,2024-07-16,34.7,22.6,0.27,1,12.1
ORD-001686,West,Electronics,2024-07-17,1023.76,615.59,0.2,5,408.17
ORD-001687,West,Electronics,2024-07-27,371.35,223.79,0.19,2,147.56
ORD-001688,West,Furniture,2024-07-27,365.33,258.5,0.33,2,106.83
ORD-001689,West,Electronics,2024-07-16,1165.17,761.69,0.13,5,403.48
ORD-001690,West,Groceries,2024-07-12,103.21,82.37,0.29,3,20.84
ORD-001691,West,Clothing,2024-07-21,291.61,179.37,0.01,5,112.24
ORD-001692,West,Electronics,2024-07-27,953.81,566.33,0.04,5,387.48
ORD-001693,West,Groceries,2024-07-04,138.59,94.36,0.0,4,44.23
ORD-001694,West,Electronics,2024-07-28,1259.57,801.3,0.26,5,458.27
ORD-001695,West,Furniture,2024-07-21,1008.08,721.24,0.23,5,286.84
ORD-001696,West,Clothing,2024-07-20,185.22,100.6,0.24,3,84.62
ORD-001697,West,Clothing,2024-07-09,135.16,75.33,0.3,3,59.83
ORD-001698,West,Electronics,2024-07-12,597.87,416.83,0.16,3,181.04
ORD-001699,West,Clothing,2024-07-23,59.91,39.47,0.28,1,20.44
ORD-001700,West,Furniture,2024-07-27,570.08,351.08,0.09,3,219.0
ORD-001701,West,Clothing,2024-07-05,67.0,38.49,0.19,1,28.51
ORD-001702,West,Electronics,2024-07-24,521.68,302.43,0.15,3,219.25
ORD-001703,West,Furniture,2024-07-18,936.55,580.1,0.31,5,356.45
ORD-001704,West,Furniture,2024-07-03,344.78,249.7,0.23,2,95.08
ORD-001705,West,Furniture,2024-07-12,171.86,106.66,0.1,1,65.2
ORD-001706,West,Groceries,2024-07-19,99.14,68.21,0.26,3,30.93
ORD-001707,West,Electronics,2024-07-05,1123.96,754.22,0.22,5,369.74
ORD-001708,West,Electronics,2024-07-04,870.79,562.99,0.24,4,307.8
ORD-001709,West,Electronics,2024-07-21,1190.0,774.88,0.07,5,415.12
ORD-001710,West,Clothing,2024-07-10,252.51,142.88,0.32,4,109.63
ORD-001711,North,Groceries,2024-07-15,74.61,48.42,0.22,2,26.19
ORD-001712,North,Electronics,2024-07-14,222.11,137.45,0.19,1,84.66
ORD-001713,North,Electronics,2024-07-08,243.64,138.12,0.11,1,105.52
ORD-001714,North,Electronics,2024-07-11,977.14,582.77,0.16,5,394.37
ORD-001715,North,Clothing,2024-07-10,131.58,87.38,0.04,2,44.2
ORD-001716,North,Furniture,2024-07-06,409.11,284.52,0.2,2,124.59
ORD-001717,North,Furniture,2024-07-08,374.54,292.39,0.32,2,82.15
ORD-001718,North,Electronics,2024-07-19,619.08,411.54,0.21,3,207.54
ORD-001719,North,Groceries,2024-07-02,37.64,31.07,0.06,1,6.57
ORD-001720,North,Electronics,2024-07-21,692.88,458.83,0.27,3,234.05
ORD-001721,North,Clothing,2024-07-04,49.32,31.3,0.3,1,18.02
ORD-001722,North,Electronics,2024-07-04,856.42,511.94,0.01,4,344.48
ORD-001723,North,Groceries,2024-07-15,163.19,106.08,0.01,4,57.11
ORD-001724,North,Clothing,2024-07-14,186.06,106.8,0.06,3,79.26
ORD-001725,North,Electronics,2024-07-08,640.93,378.5,0.12,3,262.43
ORD-001726,North,Furniture,2024-07-12,180.76,111.82,0.01,1,68.94
ORD-001727,North,Furniture,2024-07-21,724.32,540.19,0.25,4,184.13
ORD-001728,North,Electronics,2024-07-01,764.47,433.22,0.19,4,331.25
ORD-001729,North,Electronics,2024-07-23,525.26,352.36,0.26,3,172.9
ORD-001730,North,Furniture,2024-07-26,506.18,340.69,0.04,3,165.49
ORD-001731,North,Furniture,2024-07-07,173.13,117.09,0.17,1,56.04
ORD-001732,North,Clothing,2024-07-08,64.84,37.0,0.27,1,27.84
ORD-001733,North,Clothing,2024-07-01,167.98,91.83,0.25,3,76.15
ORD-001734,North,Furniture,2024-07-12,797.87,604.48,0.27,4,193.39
ORD-001735,North,Furniture,2024-07-21,492.29,367.31,0.29,3,124.98
ORD-001736,North,Electronics,2024-07-07,1127.65,658.26,0.14,5,469.39
ORD-001737,North,Electronics,2024-07-17,971.52,582.75,0.23,5,388.77
ORD-001738,North,Furniture,2024-07-12,812.73,633.41,0.2,4,179.32
ORD-001739,North,Electronics,2024-07-03,987.93,655.28,0.26,5,332.65
ORD-001740,North,Clothing,2024-07-06,52.8,33.67,0.3,1,19.13
ORD-001741,North,Electronics,2024-07-17,462.69,326.91,0.09,2,135.78
ORD-001742,North,Clothing,2024-07-07,48.31,29.84,0.11,1,18.47
ORD-001743,North,Clothing,2024-07-25,347.64,198.14,0.26,5,149.5
ORD-001744,North,Furniture,2024-07-17,328.9,234.85,0.05,2,94.05
ORD-001745,North,Furniture,2024-07-05,176.27,111.71,0.07,1,64.56
ORD-001746,North,Clothing,2024-07-16,125.93,80.13,0.32,2,45.8
ORD-001747,North,Groceries,2024-07-24,153.31,115.53,0.34,5,37.78
ORD-001748,North,Groceries,2024-07-09,91.02,71.96,0.27,2,19.06
ORD-001749,North,Groceries,2024-07-11,33.65,25.68,0.26,1,7.97
ORD-001750,North,Groceries,2024-07-25,118.94,97.56,0.06,3,21.38
ORD-001751,North,Groceries,2024-07-02,38.38,25.49,0.2,1,12.89
ORD-001752,North,Furniture,2024-07-03,367.9,270.89,0.06,2,97.01
ORD-001753,North,Clothing,2024-07-06,61.64,33.49,0.21,1,28.15
ORD-001754,North,Clothing,2024-07-17,66.69,40.53,0.28,1,26.16
ORD-001755,North,Groceries,2024-07-11,67.27,45.23,0.21,2,22.04
ORD-001756,North,Furniture,2024-07-06,711.4,551.08,0.09,4,160.32
ORD-001757,North,Electronics,2024-07-06,671.12,463.24,0.21,3,207.88
ORD-001758,North,Electronics,2024-07-14,631.48,392.13,0.14,3,239.35
ORD-001759,North,Clothing,2024-07-16,175.55,111.34,0.01,4,64.21
ORD-001760,North,Electronics,2024-07-25,1203.69,703.75,0.17,5,499.94
ORD-001761,North,Clothing,2024-07-27,118.3,62.18,0.17,2,56.12
ORD-001762,North,Electronics,2024-07-02,748.09,507.52,0.01,4,240.57
ORD-001763,North,Clothing,2024-07-20,59.81,33.34,0.14,1,26.47
ORD-001764,North,Electronics,2024-07-07,631.13,383.42,0.06,3,247.71
ORD-001765,North,Electronics,2024-07-26,625.45,382.4,0.33,3,243.05
ORD-001766,North,Electronics,2024-07-12,1270.76,796.32,0.08,5,474.44
ORD-001767,North,Furniture,2024-07-15,415.88,283.19,0.15,2,132.69
ORD-001768,North,Electronics,2024-07-15,830.98,575.43,0.26,4,255.55
ORD-001769,North,Furniture,2024-07-21,727.9,488.1,0.15,4,239.8
ORD-001770,North,Furniture,2024-07-21,426.04,288.26,0.12,2,137.78
ORD-001771,North,Clothing,2024-07-08,288.56,190.86,0.28,5,97.7
ORD-001772,North,Groceries,2024-07-07,181.82,132.13,0.33,5,49.69
ORD-001773,North,Electronics,2024-07-04,227.55,153.96,0.28,1,73.59
ORD-001774,North,Clothing,2024-07-02,358.72,210.59,0.06,5,148.13
ORD-001775,South,Furniture,2024-07-10,461.91,319.97,0.13,3,141.94
ORD-001776,South,Clothing,2024-07-19,239.14,146.28,0.09,4,92.86
ORD-001777,South,Furniture,2024-07-20,331.05,223.35,0.06,2,107.7
ORD-001778,South,Furniture,2024-07-09,518.04,364.1,0.3,3,153.94
ORD-001779,South,Furniture,2024-07-24,828.95,549.33,0.03,5,279.62
ORD-001780,South,Electronics,2024-07-26,207.05,135.6,0.19,1,71.45
ORD-001781,South,Furniture,2024-07-18,300.82,214.63,0.26,2,86.19
ORD-001782,South,Electronics,2024-07-28,1140.33,704.63,0.31,5,435.7
ORD-001783,South,Electronics,2024-07-04,794.65,496.16,0.33,5,298.49
ORD-001784,South,Groceries,2024-07-13,59.44,45.39,0.31,2,14.05
ORD-001785,South,Electronics,2024-07-14,229.45,128.35,0.25,1,101.1
ORD-001786,South,Electronics,2024-07-16,1161.96,654.18,0.16,5,507.78
ORD-001787,South,Clothing,2024-07-25,57.52,38.15,0.3,1,19.37
ORD-001788,South,Clothing,2024-07-11,62.58,40.07,0.11,1,22.51
ORD-001789,South,Groceries,2024-07-26,149.22,116.11,0.18,4,33.11
ORD-001790,South,Clothing,2024-07-24,58.77,31.35,0.12,1,27.42
ORD-001791,South,Groceries,2024-07-12,103.74,75.86,0.1,3,27.88
ORD-001792,South,Groceries,2024-07-16,56.52,37.08,0.04,2,19.44
ORD-001793,South,Electronics,2024-07-11,1044.89,632.87,0.02,4,412.02
ORD-001794,South,Electronics,2024-07-12,183.66,113.67,0.03,1,69.99
ORD-001795,South,Furniture,2024-07-26,198.19,149.47,0.32,1,48.72
ORD-001796,South,Clothing,2024-07-28,125.76,80.87,0.3,2,44.89
ORD-001797,South,Groceries,2024-07-14,98.59,67.35,0.21,3,31.24
ORD-001798,South,Furniture,2024-07-17,341.85,229.38,0.08,2,112.47
ORD-001799,South,Electronics,2024-07-19,766.96,516.09,0.04,4,250.87
ORD-001800,South,Clothing,2024-07-20,169.09,96.49,0.16,3,72.6
ORD-001801,South,Furniture,2024-07-04,961.38,592.38,0.03,5,369.0
ORD-001802,South,Electronics,2024-07-23,624.07,389.29,0.23,3,234.78
ORD-001803,South,Furniture,2024-07-04,318.7,207.1,0.21,2,111.6
ORD-001804,South,Furniture,2024-07-11,168.53,130.93,0.11,1,37.6
ORD-001805,South,Furniture,2024-07-14,155.16,114.22,0.26,1,40.94
ORD-001806,South,Electronics,2024-07-13,771.42,476.07,0.34,3,295.35
ORD-001807,South,Furniture,2024-07-14,606.72,416.04,0.3,4,190.68
ORD-001808,South,Electronics,2024-07-16,173.15,119.46,0.21,1,53.69
ORD-001809,South,Groceries,2024-07-25,120.1,96.41,0.34,4,23.69
ORD-001810,South,Electronics,2024-07-18,469.33,309.14,0.03,2,160.19
ORD-001811,South,Clothing,2024-07-12,66.79,35.11,0.24,1,31.68
ORD-001812,South,Furniture,2024-07-18,849.35,540.86,0.15,5,308.49
ORD-001813,South,Groceries,2024-07-07,124.27,81.64,0.25,4,42.63
ORD-001814,South,Electronics,2024-07-13,517.46,297.79,0.12,2,219.67
ORD-001815,South,Furniture,2024-07-15,823.81,570.0,0.32,4,253.81
ORD-001816,South,Furniture,2024-07-04,172.22,117.33,0.11,1,54.89
ORD-001817,South,Groceries,2024-07-20,29.76,21.92,0.14,1,7.84
ORD-001818,South,Clothing,2024-07-04,167.39,94.73,0.06,3,72.66
ORD-001819,South,Clothing,2024-07-01,188.04,122.77,0.35,3,65.27
ORD-001820,South,Furniture,2024-07-14,172.9,106.88,0.15,1,66.02
ORD-001821,South,Electronics,2024-07-12,750.12,506.19,0.34,4,243.93
ORD-001822,South,Clothing,2024-07-18,241.71,149.27,0.16,4,92.44
ORD-001823,South,Electronics,2024-07-15,1125.93,713.2,0.05,5,412.73
ORD-001824,South,Furniture,2024-07-07,332.78,231.89,0.06,2,100.89
ORD-001825,East,Furniture,2024-08-10,341.14,257.68,0.22,2,83.46
ORD-001826,East,Furniture,2024-08-07,297.04,229.53,0.13,2,67.51
ORD-001827,East,Electronics,2024-08-04,668.03,449.79,0.34,3,218.24
ORD-001828,East,Groceries,2024-08-22,32.43,26.72,0.11,1,5.71
ORD-001829,East,Electronics,2024-08-20,210.42,144.35,0.35,1,66.07
ORD-001830,East,Clothing,2024-08-22,242.07,128.67,0.28,4,113.4
ORD-001831,East,Furniture,2024-08-26,929.87,617.31,0.13,4,312.56
ORD-001832,East,Clothing,2024-08-23,55.01,31.07,0.17,1,23.94
ORD-001833,East,Electronics,2024-08-08,1174.74,763.63,0.16,4,411.11
ORD-001834,East,Furniture,2024-08-18,302.98,197.87,0.12,2,105.11
ORD-001835,East,Clothing,2024-08-22,347.85,192.14,0.19,5,155.71
ORD-001836,East,Groceries,2024-08-11,77.55,64.0,0.04,2,13.55
ORD-001837,East,Clothing,2024-08-24,115.41,72.2,0.16,2,43.21
ORD-001838,East,Groceries,2024-08-26,133.24,87.88,0.26,3,45.36
ORD-001839,East,Groceries,2024-08-18,40.8,26.77,0.3,1,14.03
ORD-001840,East,Electronics,2024-08-09,735.69,518.82,0.35,3,216.87
ORD-001841,East,Furniture,2024-08-05,130.95,82.42,0.31,1,48.53
ORD-001842,East,Furniture,2024-08-12,791.16,538.69,0.3,5,252.47
ORD-001843,East,Clothing,2024-08-03,58.08,33.62,0.04,1,24.46
ORD-001844,East,Groceries,2024-08-19,32.66,25.8,0.13,1,6.86
ORD-001845,East,Electronics,2024-08-16,1124.52,708.6,0.3,5,415.92
ORD-001846,East,Groceries,2024-08-10,101.72,70.07,0.2,3,31.65
ORD-001847,East,Electronics,2024-08-16,1162.13,818.01,0.31,5,344.12
ORD-001848,East,Electronics,2024-08-22,1170.17,787.24,0.1,5,382.93
ORD-001849,East,Electronics,2024-08-19,486.16,311.23,0.18,2,174.93
ORD-001850,East,Electronics,2024-08-02,563.28,368.78,0.02,3,194.5
ORD-001851,East,Furniture,2024-08-18,188.8,142.13,0.15,1,46.67
ORD-001852,East,Furniture,2024-08-17,189.06,117.43,0.0,1,71.63
ORD-001853,East,Groceries,2024-08-06,70.78,53.22,0.14,2,17.56
ORD-001854,East,Groceries,2024-08-20,171.3,134.95,0.18,5,36.35
ORD-001855,East,Furniture,2024-08-21,766.43,509.52,0.34,4,256.91
ORD-001856,East,Clothing,2024-08-17,193.34,108.75,0.16,3,84.59
ORD-001857,East,Clothing,2024-08-15,182.08,101.98,0.25,3,80.1
ORD-001858,East,Clothing,2024-08-22,307.32,200.01,0.03,5,107.31
ORD-001859,East,Clothing,2024-08-28,54.94,30.41,0.35,1,24.53
ORD-001860,East,Electronics,2024-08-10,232.74,146.63,0.15,1,86.11
ORD-001861,East,Furniture,2024-08-26,475.61,332.68,0.31,3,142.93
ORD-001862,East,Clothing,2024-08-07,123.41,75.68,0.3,2,47.73
ORD-001863,East,Furniture,2024-08-06,147.35,106.95,0.2,1,40.4
ORD-001864,East,Groceries,2024-08-22,31.46,24.15,0.23,1,7.31
ORD-001865,East,Furniture,2024-08-13,674.49,482.79,0.17,4,191.7
ORD-001866,East,Electronics,2024-08-20,424.59,259.45,0.12,2,165.14
ORD-001867,East,Electronics,2024-08-27,773.03,498.58,0.14,4,274.45
ORD-001868,East,Clothing,2024-08-15,297.99,157.93,0.01,4,140.06
ORD-001869,East,Furniture,2024-08-06,365.03,271.89,0.05,3,93.14
ORD-001870,East,Furniture,2024-08-20,415.86,289.6,0.07,2,126.26
ORD-001871,East,Furniture,2024-08-13,733.06,517.87,0.1,4,215.19
ORD-001872,East,Clothing,2024-08-15,107.46,64.87,0.33,2,42.59
ORD-001873,East,Clothing,2024-08-09,104.53,58.85,0.19,2,45.68
ORD-001874,East,Furniture,2024-08-07,276.12,213.21,0.09,2,62.91
ORD-001875,East,Clothing,2024-08-19,176.47,95.64,0.07,3,80.83
ORD-001876,East,Electronics,2024-08-17,965.98,670.36,0.01,4,295.62
ORD-001877,East,Electronics,2024-08-05,257.06,152.83,0.07,1,104.23
ORD-001878,East,Clothing,2024-08-16,325.25,201.4,0.03,5,123.85
ORD-001879,East,Electronics,2024-08-03,725.24,514.29,0.19,4,210.95
ORD-001880,East,Clothing,2024-08-10,202.61,134.15,0.13,4,68.46
ORD-001881,East,Groceries,2024-08-18,30.55,21.18,0.23,1,9.37
ORD-001882,East,Furniture,2024-08-27,189.59,128.81,0.33,1,60.78
ORD-001883,East,Groceries,2024-08-17,85.75,58.05,0.03,3,27.7
ORD-001884,East,Electronics,2024-08-28,710.95,472.84,0.22,4,238.11
ORD-001885,East,Clothing,2024-08-06,131.53,80.59,0.2,2,50.94
ORD-001886,East,Electronics,2024-08-21,542.4,352.36,0.15,3,190.04
ORD-001887,East,Electronics,2024-08-23,197.0,138.41,0.31,1,58.59
ORD-001888,East,Furniture,2024-08-09,357.16,274.22,0.22,2,82.94
ORD-001889,East,Electronics,2024-08-15,1046.86,677.25,0.18,5,369.61
ORD-001890,East,Electronics,2024-08-23,641.21,411.61,0.22,3,229.6
ORD-001891,East,Groceries,2024-08-14,75.55,53.78,0.3,2,21.77
ORD-001892,East,Electronics,2024-08-20,413.67,294.05,0.33,2,119.62
ORD-001893,East,Furniture,2024-08-15,431.86,284.49,0.24,3,147.37
ORD-001894,East,Clothing,2024-08-15,170.11,111.47,0.04,3,58.64
ORD-001895,East,Clothing,2024-08-03,57.12,29.99,0.13,1,27.13
ORD-001896,East,Clothing,2024-08-15,55.43,34.36,0.05,1,21.07
ORD-001897,East,Electronics,2024-08-18,638.33,411.27,0.09,3,227.06
ORD-001898,East,Clothing,2024-08-03,122.12,65.88,0.23,2,56.24
ORD-001899,East,Furniture,2024-08-21,377.13,266.39,0.05,2,110.74
ORD-001900,East,Clothing,2024-08-04,166.24,103.97,0.02,3,62.27
ORD-001901,East,Electronics,2024-08-24,608.15,419.86,0.11,3,188.29
ORD-001902,East,Furniture,2024-08-22,919.75,676.15,0.03,5,243.6
ORD-001903,East,Groceries,2024-08-18,88.79,65.28,0.06,2,23.51
ORD-001904,East,Furniture,2024-08-21,744.01,522.28,0.07,4,221.73
ORD-001905,East,Clothing,2024-08-11,276.04,181.87,0.18,5,94.17
ORD-001906,East,Furniture,2024-08-28,448.94,346.72,0.24,3,102.22
ORD-001907,East,Clothing,2024-08-07,160.37,93.89,0.0,3,66.48
ORD-001908,East,Electronics,2024-08-17,244.62,142.87,0.26,1,101.75
ORD-001909,East,Groceries,2024-08-21,170.26,131.8,0.08,5,38.46
ORD-001910,East,Furniture,2024-08-27,378.32,282.28,0.34,2,96.04
ORD-001911,East,Electronics,2024-08-10,859.52,482.86,0.2,4,376.66
ORD-001912,East,Clothing,2024-08-18,253.69,159.06,0.05,4,94.63
